user_id,k,l,tau,TE_A2S,TE_S2A,Delta_TE,p_A2S,p_S2A,n_samples,low_n
797D145F-3858-4A7F-A7C2-A4EB721E133C,4,4,1,0.08671666253185695,0.18836070268385044,-0.10164404015199349,0.7952047952047953,0.9150849150849151,2665,False
7CE37510-56D0-4120-A1CF-0E23351428D2,1,1,1,0.014542981082531497,0.015475174296061212,-0.0009321932135297143,0.001998001998001998,0.07192807192807193,9384,False
7CE37510-56D0-4120-A1CF-0E23351428D2,2,2,1,0.026935088983320293,0.03326023114268398,-0.006325142159363684,0.000999000999000999,0.000999000999000999,9383,False
7CE37510-56D0-4120-A1CF-0E23351428D2,3,3,1,0.0450404806399641,0.08122746830958137,-0.03618698766961727,0.002997002997002997,0.001998001998001998,9382,False
7CE37510-56D0-4120-A1CF-0E23351428D2,4,4,1,0.06894753433379297,0.1116591007352307,-0.04271156640143774,0.001998001998001998,0.001998001998001998,9381,False
7D9BB102-A612-4E2A-8E22-3159752F55D8,1,1,1,0.019695711835489096,0.06916424798182536,-0.049468536146336256,0.03996003996003996,0.005994005994005994,683,False
7D9BB102-A612-4E2A-8E22-3159752F55D8,2,2,1,0.04599631711545056,0.08932880779181111,-0.04333249067636055,0.3026973026973027,0.44655344655344653,682,False
7D9BB102-A612-4E2A-8E22-3159752F55D8,3,3,1,0.06643629933056347,0.0806743815027689,-0.01423808217220543,0.4975024975024975,0.997002997002997,681,False
7D9BB102-A612-4E2A-8E22-3159752F55D8,4,4,1,0.07598656037605848,0.06938238317133161,0.006604177204726877,0.8731268731268731,0.998001998001998,680,False
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,1,1,1,0.0033145418133388857,0.01564154106164471,-0.012326999248305822,0.005994005994005994,0.026973026973026972,7825,False
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,2,2,1,0.013087664512300012,0.03442651621424195,-0.021338851701941934,0.000999000999000999,0.001998001998001998,7824,False
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,3,3,1,0.027369810445406085,0.08297809367983544,-0.05560828323442936,0.000999000999000999,0.000999000999000999,7823,False
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,4,4,1,0.042034876009322944,0.10380570220485799,-0.06177082619553505,0.000999000999000999,0.001998001998001998,7822,False
806289BC-AD52-4CC1-806C-0CDB14D65EB6,1,1,1,0.004862640524275296,0.006466831022671897,-0.001604190498396601,0.000999000999000999,0.5864135864135864,8205,False
806289BC-AD52-4CC1-806C-0CDB14D65EB6,2,2,1,0.013839843349413954,0.031139480314102727,-0.017299636964688773,0.000999000999000999,0.000999000999000999,8204,False
806289BC-AD52-4CC1-806C-0CDB14D65EB6,3,3,1,0.026696713384618584,0.07193480717517436,-0.04523809379055578,0.001998001998001998,0.000999000999000999,8203,False
806289BC-AD52-4CC1-806C-0CDB14D65EB6,4,4,1,0.04305640187453683,0.10122182904365232,-0.058165427169115484,0.000999000999000999,0.003996003996003996,8202,False
81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0,1,1,1,0.0018035337313545736,0.02032985847954499,-0.018526324748190416,0.20679320679320679,0.13786213786213786,4965,False
81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0,2,2,1,0.008973923378214645,0.041923073494418,-0.03294915011620335,0.003996003996003996,0.024975024975024976,4964,False
81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0,3,3,1,0.019637182110250135,0.10692629206927964,-0.08728910995902951,0.000999000999000999,0.001998001998001998,4963,False
81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0,4,4,1,0.029602338950553773,0.14002119317951914,-0.11041885422896536,0.001998001998001998,0.007992007992007992,4962,False
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,1,1,1,0.0017111903965218755,0.004629862201001936,-0.00291867180448006,0.09290709290709291,0.5324675324675324,8883,False
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,2,2,1,0.010746627538231593,0.026170115627455283,-0.01542348808922369,0.000999000999000999,0.000999000999000999,8882,False
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,3,3,1,0.019751983008835544,0.049486166668263054,-0.02973418365942751,0.001998001998001998,0.000999000999000999,8881,False
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,4,4,1,0.028273899427269763,0.05944840713158306,-0.031174507704313296,0.000999000999000999,0.000999000999000999,8880,False
86A4F379-B305-473D-9D83-FC7D800180EF,1,1,1,0.0016211246011330245,0.008689890897850454,-0.00706876629671743,0.41058941058941056,0.2967032967032967,4084,False
86A4F379-B305-473D-9D83-FC7D800180EF,2,2,1,0.005264965531047211,0.014525879701040453,-0.009260914169993242,0.11588411588411589,0.5764235764235764,4083,False
86A4F379-B305-473D-9D83-FC7D800180EF,3,3,1,0.007128116998630449,0.022402245482630718,-0.015274128484000268,0.2967032967032967,0.3876123876123876,4082,False
86A4F379-B305-473D-9D83-FC7D800180EF,4,4,1,0.007870564275306831,0.02663677892214656,-0.01876621464683973,0.5484515484515484,0.36563436563436563,4081,False
96A358A0-FFF2-4239-B93E-C7425B901B47,1,1,1,0.007810953540542337,0.04424121487856717,-0.036430261338024836,0.11388611388611389,0.07592407592407592,1612,False
96A358A0-FFF2-4239-B93E-C7425B901B47,2,2,1,0.021445957313662257,0.0809347001199203,-0.05948874280625804,0.02097902097902098,0.003996003996003996,1611,False
96A358A0-FFF2-4239-B93E-C7425B901B47,3,3,1,0.030530813904837653,0.0956708778822071,-0.06514006397736945,0.054945054945054944,0.006993006993006993,1610,False
96A358A0-FFF2-4239-B93E-C7425B901B47,4,4,1,0.03424995428130055,0.09775681895568195,-0.0635068646743814,0.1978021978021978,0.1028971028971029,1609,False
9759096F-1119-4E19-A0AD-6F16989C7E1C,1,1,1,0.0076343222374577,0.03627326796684785,-0.02863894572939015,0.000999000999000999,0.004995004995004995,7944,False
9759096F-1119-4E19-A0AD-6F16989C7E1C,2,2,1,0.015562648234487896,0.04573703468054446,-0.03017438644605656,0.000999000999000999,0.002997002997002997,7943,False
9759096F-1119-4E19-A0AD-6F16989C7E1C,3,3,1,0.02957703274045236,0.08079378418669146,-0.051216751446239106,0.002997002997002997,0.002997002997002997,7942,False
9759096F-1119-4E19-A0AD-6F16989C7E1C,4,4,1,0.04682825082627671,0.1079695331455811,-0.06114128231930439,0.003996003996003996,0.003996003996003996,7941,False
99B204C0-DD5C-4BB7-83E8-A37281B8D769,1,1,1,0.002594879859229908,0.015007948289310735,-0.012413068430080828,0.11888111888111888,0.17282717282717283,5043,False
99B204C0-DD5C-4BB7-83E8-A37281B8D769,2,2,1,0.009531322348864845,0.029875538602363833,-0.020344216253498987,0.029970029970029972,0.06993006993006994,5042,False
99B204C0-DD5C-4BB7-83E8-A37281B8D769,3,3,1,0.020818569509663744,0.054914713661868814,-0.03409614415220507,0.003996003996003996,0.001998001998001998,5041,False
99B204C0-DD5C-4BB7-83E8-A37281B8D769,4,4,1,0.031114361078921488,0.07078951588457688,-0.039675154805655394,0.013986013986013986,0.02197802197802198,5040,False
9DC38D04-E82E-4F29-AB52-B476535226F2,1,1,1,0.0048440296946931135,0.01788298166084225,-0.013038951966149138,0.001998001998001998,0.013986013986013986,9382,False
9DC38D04-E82E-4F29-AB52-B476535226F2,2,2,1,0.017546723453382262,0.03773975703755897,-0.020193033584176706,0.000999000999000999,0.000999000999000999,9381,False
9DC38D04-E82E-4F29-AB52-B476535226F2,3,3,1,0.030270908492042774,0.09642079479451736,-0.06614988630247459,0.000999000999000999,0.000999000999000999,9380,False
9DC38D04-E82E-4F29-AB52-B476535226F2,4,4,1,0.04986743728606092,0.17079403949729174,-0.12092660221123083,0.000999000999000999,0.000999000999000999,9379,False
A5A30F76-581E-4757-97A2-957553A2C6AA,1,1,1,0.009016116496405924,0.0265591399901308,-0.017543023493724875,0.1008991008991009,0.3096903096903097,1609,False
A5A30F76-581E-4757-97A2-957553A2C6AA,2,2,1,0.04915032337382726,0.11768951268045527,-0.06853918930662802,0.03196803196803197,0.16983016983016982,1608,False
A5A30F76-581E-4757-97A2-957553A2C6AA,3,3,1,0.1358537197950024,0.31728307048076126,-0.18142935068575886,0.002997002997002997,0.01098901098901099,1607,False
A5A30F76-581E-4757-97A2-957553A2C6AA,4,4,1,0.1902234880437191,0.31198945642775755,-0.12176596838403844,0.00999000999000999,0.11788211788211789,1606,False
A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,1,1,1,0.016057131709404787,0.04130016426453505,-0.02524303255513026,0.001998001998001998,0.000999000999000999,3991,False
A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,2,2,1,0.023930747216508147,0.06951220328617147,-0.04558145606966332,0.003996003996003996,0.001998001998001998,3990,False
A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,3,3,1,0.0467791451948467,0.16686213978044379,-0.12008299458559708,0.001998001998001998,0.000999000999000999,3989,False
A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,4,4,1,0.07243660386421986,0.2023379597457953,-0.12990135588157542,0.003996003996003996,0.00999000999000999,3988,False
A7599A50-24AE-46A6-8EA6-2576F1011D81,1,1,1,0.006756135987399514,0.045513054475758416,-0.0387569184883589,0.000999000999000999,0.005994005994005994,3548,False
A7599A50-24AE-46A6-8EA6-2576F1011D81,2,2,1,0.0222932901220736,0.05951373264596506,-0.03722044252389146,0.000999000999000999,0.001998001998001998,3547,False
A7599A50-24AE-46A6-8EA6-2576F1011D81,3,3,1,0.03729479184521953,0.10272461130870265,-0.06542981946348313,0.000999000999000999,0.003996003996003996,3546,False
A7599A50-24AE-46A6-8EA6-2576F1011D81,4,4,1,0.05260696360837027,0.12959435420575563,-0.07698739059738535,0.001998001998001998,0.06993006993006994,3545,False
A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,1,1,1,0.01390179103037172,0.022891210907019094,-0.008989419876647375,0.000999000999000999,0.003996003996003996,7469,False
A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,2,2,1,0.02192474040952002,0.044285163617814954,-0.022360423208294934,0.000999000999000999,0.002997002997002997,7468,False
A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,3,3,1,0.04063533380348235,0.10730195515743587,-0.06666662135395351,0.000999000999000999,0.000999000999000999,7467,False
A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,4,4,1,0.06294361573890177,0.1660858506744599,-0.10314223493555814,0.001998001998001998,0.000999000999000999,7466,False
B09E373F-8A54-44C8-895B-0039390B859F,1,1,1,0.00318003077242629,0.025472593162522275,-0.022292562390095985,0.012987012987012988,0.002997002997002997,4644,False
B09E373F-8A54-44C8-895B-0039390B859F,2,2,1,0.008658563691338326,0.03665849896600246,-0.027999935274664135,0.015984015984015984,0.005994005994005994,4643,False
B09E373F-8A54-44C8-895B-0039390B859F,3,3,1,0.01514472133836525,0.06404998916676169,-0.04890526782839644,0.0999000999000999,0.10589410589410589,4642,False
B09E373F-8A54-44C8-895B-0039390B859F,4,4,1,0.02252987333423115,0.10365285791629558,-0.08112298458206443,0.11788211788211789,0.014985014985014986,4641,False
B7F9D634-263E-4A97-87F9-6FFB4DDCB36C,1,1,1,0.00979434121237406,0.02704583631500985,-0.01725149510263579,0.002997002997002997,0.001998001998001998,7517,False
B7F9D634-263E-4A97-87F9-6FFB4DDCB36C,2,2,1,0.02533723545838864,0.04766257860941767,-0.022325343151029034,0.000999000999000999,0.000999000999000999,7516,False
B7F9D634-263E-4A97-87F9-6FFB4DDCB36C,3,3,1,0.05048486692306869,0.1035205413107133,-0.05303567438764461,0.001998001998001998,0.000999000999000999,7515,False
B7F9D634-263E-4A97-87F9-6FFB4DDCB36C,4,4,1,0.08201311819624953,0.14994193737968264,-0.06792881918343312,0.001998001998001998,0.000999000999000999,7514,False
B9724848-C7E2-45F4-9B3F-A1F38D864495,1,1,1,0.006404318027935536,0.012017496673013698,-0.005613178645078162,0.000999000999000999,0.17582417582417584,7246,False
B9724848-C7E2-45F4-9B3F-A1F38D864495,2,2,1,0.012323675632622584,0.040659024560797334,-0.02833534892817475,0.001998001998001998,0.000999000999000999,7245,False
B9724848-C7E2-45F4-9B3F-A1F38D864495,3,3,1,0.02418782097763713,0.092375795761047,-0.06818797478340988,0.000999000999000999,0.000999000999000999,7244,False
B9724848-C7E2-45F4-9B3F-A1F38D864495,4,4,1,0.037642954404747964,0.13321121928615476,-0.0955682648814068,0.002997002997002997,0.002997002997002997,7243,False
BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC,1,1,1,0.009057340984093783,0.03473622966692256,-0.025678888682828777,0.000999000999000999,0.002997002997002997,5881,False
BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC,2,2,1,0.016401354810187757,0.051191490123159475,-0.03479013531297172,0.000999000999000999,0.002997002997002997,5880,False
BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC,3,3,1,0.02896469363977695,0.10821763836363482,-0.07925294472385787,0.001998001998001998,0.000999000999000999,5879,False
BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC,4,4,1,0.04421682099086831,0.1303385566238135,-0.08612173563294519,0.001998001998001998,0.001998001998001998,5878,False
BEF6C611-50DA-4971-A040-87FB979F3FC1,1,1,1,0.0051959749608298305,0.01911999078703915,-0.013924015826209318,0.5044955044955045,0.3596403596403596,1679,False
BEF6C611-50DA-4971-A040-87FB979F3FC1,2,2,1,0.03021690429112375,0.0825536599633662,-0.05233675567224244,0.03196803196803197,0.006993006993006993,1678,False
BEF6C611-50DA-4971-A040-87FB979F3FC1,3,3,1,0.0591500594366567,0.1543629473579634,-0.09521288792130671,0.02097902097902098,0.004995004995004995,1677,False
BEF6C611-50DA-4971-A040-87FB979F3FC1,4,4,1,0.07711213997706871,0.1453173086165804,-0.06820516863951169,0.13786213786213786,0.18081918081918083,1676,False
C48CE857-A0DD-4DDB-BEA5-3A25449B2153,1,1,1,0.0009048547298762562,0.013013010996628377,-0.01210815626675212,0.8421578421578422,0.20679320679320679,4531,False
C48CE857-A0DD-4DDB-BEA5-3A25449B2153,2,2,1,0.01758559580975837,0.055607152615995525,-0.03802155680623716,0.000999000999000999,0.000999000999000999,4530,False
C48CE857-A0DD-4DDB-BEA5-3A25449B2153,3,3,1,0.031016635413287016,0.10689910301078424,-0.07588246759749723,0.000999000999000999,0.000999000999000999,4529,False
C48CE857-A0DD-4DDB-BEA5-3A25449B2153,4,4,1,0.04979429037410787,0.13945358662259377,-0.0896592962484859,0.001998001998001998,0.000999000999000999,4528,False
CA820D43-E5E2-42EF-9798-BE56F776370B,1,1,1,0.009572313134639932,0.04547507452385985,-0.03590276138921992,0.001998001998001998,0.001998001998001998,6379,False
CA820D43-E5E2-42EF-9798-BE56F776370B,2,2,1,0.017909938259308474,0.05807559499537268,-0.040165656736064204,0.005994005994005994,0.001998001998001998,6378,False
CA820D43-E5E2-42EF-9798-BE56F776370B,3,3,1,0.03385206364212055,0.11016376779907318,-0.07631170415695263,0.005994005994005994,0.000999000999000999,6377,False
CA820D43-E5E2-42EF-9798-BE56F776370B,4,4,1,0.05118557110652927,0.13703499107012312,-0.08584941996359385,0.005994005994005994,0.004995004995004995,6376,False
CCAF77F0-FABB-4F2F-9E24-D56AD0C5A82F,1,1,1,0.00372514940992849,0.030903500916526844,-0.027178351506598353,0.014985014985014986,0.01898101898101898,7212,False
CCAF77F0-FABB-4F2F-9E24-D56AD0C5A82F,2,2,1,0.017114141990205202,0.03887407279252289,-0.021759930802317688,0.000999000999000999,0.000999000999000999,7211,False
CCAF77F0-FABB-4F2F-9E24-D56AD0C5A82F,3,3,1,0.02301014987275727,0.06546371986948127,-0.042453569996724,0.001998001998001998,0.001998001998001998,7210,False
CCAF77F0-FABB-4F2F-9E24-D56AD0C5A82F,4,4,1,0.030640599214957955,0.07915207143965172,-0.048511472224693764,0.000999000999000999,0.003996003996003996,7209,False
CDA3BBF7-6631-45E8-85BA-EEB416B32A3C,1,1,1,0.002193894767553918,0.02612812911420075,-0.02393423434664683,0.6783216783216783,0.13586413586413587,2832,False
CDA3BBF7-6631-45E8-85BA-EEB416B32A3C,2,2,1,0.012491509785887835,0.04772826297193033,-0.035236753186042497,0.04795204795204795,0.0969030969030969,2831,False
CDA3BBF7-6631-45E8-85BA-EEB416B32A3C,3,3,1,0.021694824733712,0.0903015070446708,-0.0686066823109588,0.027972027972027972,0.08491508491508491,2830,False
CDA3BBF7-6631-45E8-85BA-EEB416B32A3C,4,4,1,0.028165067555688397,0.10470209461358933,-0.07653702705790093,0.06593406593406594,0.12687312687312688,2829,False
CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,1,1,1,0.006851593130110375,0.00830247634119475,-0.001450883211084374,0.001998001998001998,0.3246753246753247,3525,False
CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,2,2,1,0.022480899954816835,0.04960890638033211,-0.027128006425515272,0.001998001998001998,0.005994005994005994,3524,False
CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,3,3,1,0.0372286843492845,0.09833427861152187,-0.06110559426223737,0.004995004995004995,0.027972027972027972,3523,False
CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,4,4,1,0.06054063951504197,0.10506050740039719,-0.04451986788535522,0.001998001998001998,0.15084915084915085,3522,False
D7D20E2E-FC78-405D-B346-DBD3FD8FC92B,1,1,1,0.008568973294334505,0.03547107558494089,-0.026902102290606387,0.002997002997002997,0.001998001998001998,4875,False
D7D20E2E-FC78-405D-B346-DBD3FD8FC92B,2,2,1,0.017288805960370142,0.05395717384800547,-0.03666836788763533,0.003996003996003996,0.001998001998001998,4874,False
D7D20E2E-FC78-405D-B346-DBD3FD8FC92B,3,3,1,0.03624010083764946,0.10065678128760816,-0.0644166804499587,0.002997002997002997,0.002997002997002997,4873,False
D7D20E2E-FC78-405D-B346-DBD3FD8FC92B,4,4,1,0.05875963188576026,0.1316420475025172,-0.07288241561675694,0.000999000999000999,0.003996003996003996,4872,False
E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,1,1,1,0.00982316328145186,0.03208321950821949,-0.022260056226767633,0.005994005994005994,0.04595404595404595,2022,False
E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,2,2,1,0.03302768640453371,0.08684345894796092,-0.053815772543427204,0.000999000999000999,0.004995004995004995,2021,False
E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,3,3,1,0.0660342113510525,0.16139430054402207,-0.09536008919296957,0.002997002997002997,0.056943056943056944,2020,False
E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,4,4,1,0.09242516162251425,0.19425354877416143,-0.10182838715164717,0.001998001998001998,0.07092907092907093,2019,False
ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,1,1,1,0.00782014106983762,0.05110675617109795,-0.043286615101260334,0.16183816183816183,0.01098901098901099,1237,False
ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,2,2,1,0.03652950812567364,0.09616988898407926,-0.05964038085840562,0.006993006993006993,0.016983016983016984,1236,False
ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,3,3,1,0.05605891807505742,0.12232231893436742,-0.06626340085931,0.03296703296703297,0.14685314685314685,1235,False
ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,4,4,1,0.0739362021433793,0.11744502731502857,-0.043508825171649265,0.07192807192807193,0.5274725274725275,1234,False
F50235E0-DD67-4F2A-B00B-1F31ADA998B9,1,1,1,0.005454645389671357,0.020115403091570016,-0.014660757701898659,0.060939060939060936,0.029970029970029972,2089,False
F50235E0-DD67-4F2A-B00B-1F31ADA998B9,2,2,1,0.028996385488305267,0.08968478396384648,-0.06068839847554121,0.04795204795204795,0.03796203796203796,2088,False
F50235E0-DD67-4F2A-B00B-1F31ADA998B9,3,3,1,0.06591512711226565,0.2032186534350185,-0.13730352632275283,0.11488511488511488,0.16983016983016982,2087,False
F50235E0-DD67-4F2A-B00B-1F31ADA998B9,4,4,1,0.11378054224636208,0.2720725253755152,-0.1582919831291531,0.026973026973026972,0.2827172827172827,2086,False
FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,1,1,1,0.02636045905433329,0.06091128373358954,-0.03455082467925625,0.000999000999000999,0.003996003996003996,2155,False
FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,2,2,1,0.04359152543752009,0.11170245246105959,-0.06811092702353949,0.000999000999000999,0.008991008991008992,2154,False
FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,3,3,1,0.08272218906675116,0.18507594182884726,-0.1023537527620961,0.003996003996003996,0.6863136863136863,2153,False
FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,4,4,1,0.12168718057249132,0.206826020484254,-0.08513883991176267,0.011988011988011988,0.9250749250749251,2152,False
